id,per_square_meter_price
COL_300125,30343.075129359182
COL_300144,272079.84416805464
COL_300225,41626.58086214168
COL_300305,195495.92437939646
COL_300423,34306.50541993479
COL_300491,49526.02932706675
COL_300562,41658.83415811981
COL_300747,36905.77200482567
COL_300816,46566.89251239152
COL_300942,34759.83630626461
COL_300959,50447.846111579776
COL_300962,30126.243835929017
COL_301220,36183.1926589116
COL_301285,54975.993738185745
COL_301290,61876.03078840171
COL_301303,80535.0611611356
COL_301367,47578.1565094858
COL_301368,57118.351842644035
COL_301378,94579.91687636735
COL_301401,51484.97612194905
COL_301444,57185.800506953965
COL_301445,37992.51266923306
COL_301574,79934.80616865866
COL_301649,30851.992217581763
COL_301669,45191.1020089668
COL_301670,31737.644858296564
COL_301679,52190.869793458034
COL_301709,25716.402141936258
COL_301757,172478.4768992057
COL_301819,30289.17062744659
COL_301820,35862.83869733342
COL_301821,30289.17062744659
COL_301822,27750.911951381153
COL_301823,33542.41380743936
COL_301843,45345.659571023534
COL_301976,47685.84779762117
COL_301986,27488.655790459663
COL_302097,46292.34278836395
COL_302111,80313.30404371583
COL_302139,49480.158812980844
COL_302293,32535.641139457846
COL_302294,69764.42000925423
COL_302428,47916.10818776315
COL_302465,40654.720379408274
COL_302497,76761.51698396433
COL_302548,26648.09337972156
COL_302597,29538.350121933312
COL_302726,35039.25187747899
COL_302745,60719.527128473164
COL_302873,37473.36184645614
COL_302926,36817.44285753042
COL_302986,44236.67874661298
COL_302987,47394.88167825644
COL_302994,60830.62951522691
COL_303002,81079.19878597783
COL_303004,48670.94942641187
COL_303007,31532.440050597943
COL_303069,46507.08589447165
COL_303147,35518.67408589707
COL_303265,28990.572740610747
COL_303285,89204.65164113916
COL_303366,32122.630694281223
COL_303405,68292.11010159875
COL_303564,37374.7959612451
COL_303569,29740.174831715503
COL_303618,90257.94028159234
COL_303623,56755.951992452436
COL_303624,54944.47464613142
COL_303625,54944.47464613142
COL_303626,54944.47464613142
COL_303627,28584.478953494803
COL_303637,4897.061377451563
COL_303638,16889.429342931944
COL_304041,53548.97223275169
COL_304147,389675.4042615209
COL_304255,191649.9305997318
COL_304280,59304.51114203158
COL_304320,108407.36096058473
COL_304322,108407.36096058473
COL_304323,108407.36096058473
COL_304324,28652.252676343884
COL_304325,45957.72770032801
COL_304367,27319.71064575668
COL_304546,45563.40253237319
COL_304550,71350.78032428614
COL_304552,60465.194531262656
COL_304561,43228.02695322138
COL_304585,66351.50557389596
COL_304853,98840.03148534757
COL_304902,94044.53333673318
COL_304978,50655.9543525204
COL_304984,38833.71545367057
COL_305002,37190.87781193196
COL_305017,68520.09377754654
COL_305038,21453.808472904977
COL_305057,31874.61286679597
COL_305058,33707.05611407002
COL_305059,33261.972226890764
COL_305114,277575.8299268666
COL_305373,33505.43051414875
COL_305382,61263.33751626525
COL_305383,61263.33751626525
COL_305384,61263.33751626525
COL_305385,61263.33751626525
COL_305386,61263.33751626525
COL_305387,61263.33751626525
COL_305388,61263.33751626525
COL_305413,83820.94227827663
COL_305607,47726.6668738774
COL_305652,52323.79922531469
COL_305726,201118.23030804566
COL_305896,80114.35882826679
COL_305924,39690.21711613295
COL_305926,32064.565672685552
COL_306033,98926.89252394215
COL_306088,40391.97499846563
COL_306141,31860.72687276517
COL_306143,31860.72687276517
COL_306144,40743.156067124306
COL_306151,48064.36490156673
COL_306153,36801.731216494365
COL_306154,49256.390361071506
COL_306155,34246.339049033515
COL_306206,35995.18332003186
COL_306621,41323.28987839594
COL_306728,35720.193937755685
COL_306758,42485.15369148229
COL_306763,82852.93440580778
COL_306803,42199.76149939694
COL_306853,52396.73191082128
COL_306892,31143.92477581159
COL_306938,80598.43875472917
COL_307001,35418.5629927258
COL_307043,49003.16371333149
COL_307158,46466.83339959583
COL_307269,45780.12487821488
COL_307356,36760.066323716695
COL_307480,42239.98190956771
COL_307529,44947.074484663644
COL_307623,39947.340510664064
COL_307819,34484.87280319565
COL_307874,34484.87280319565
COL_307945,66193.44013430065
COL_307986,78002.52605566033
COL_308206,43226.95962790797
COL_308211,25830.688395073605
COL_308429,67372.18473582921
COL_308446,24236.421422973774
COL_308472,43258.08996172608
COL_308486,54600.89042332165
COL_308492,38797.399992768354
COL_308493,32631.492134642827
COL_308743,41310.23830077441
COL_308803,30890.92882212217
COL_308813,51361.3555945568
COL_308963,45561.516922907584
COL_308966,22034.496828833933
COL_309079,27236.56161970146
COL_309121,29406.59904350323
COL_309434,31245.43332268576
COL_309612,39942.92169910718
COL_309635,23278.016617285153
COL_309640,28396.970244719283
COL_309642,56339.76940106299
COL_309784,34845.13611766741
COL_310093,31561.15186968948
COL_310107,38236.91858881703
COL_310164,29640.677982972764
COL_310207,28289.645323433826
COL_310218,29307.871947974552
COL_310311,34535.37179541083
COL_310315,48366.47579937019
COL_310359,43807.62585575725
COL_310405,75518.27923125222
COL_310447,42682.26267146208
COL_310503,36768.70842573131
COL_310570,34135.98660060339
COL_310590,45975.60156003471
COL_310604,31641.36325881631
COL_310641,109959.30885833864
COL_310642,39051.03501941062
COL_310656,314155.3533020004
COL_310722,26203.728332484337
COL_310897,24861.80498823855
COL_311016,23338.917904467766
COL_311017,36768.271080118866
COL_311018,46896.635912302634
COL_311025,29604.556723174846
COL_311026,38660.294769314845
COL_311068,37976.75289698469
COL_311128,39330.08210815466
COL_311187,108304.62835996364
COL_311188,103760.13394036912
COL_311328,198481.93708786927
COL_311348,32980.943713792316
COL_311537,92939.06499059458
COL_311660,42807.6343541338
COL_311665,39434.04320165471
COL_311698,24658.71280506501
COL_311704,456760.77901335584
COL_311870,40744.58747917057
COL_312002,44580.34154476848
COL_312005,182717.104832793
COL_312006,101562.56641662306
COL_312007,101562.56641662306
COL_312010,92080.42774494672
COL_312014,48619.8931047079
COL_312208,42956.07878059808
COL_312270,46441.75667289495
COL_312284,87303.9750329591
COL_312290,34399.3150873002
COL_312323,52128.1443802343
COL_312335,45818.24850256391
COL_312455,46064.43751480866
COL_312609,52884.30735906599
COL_312628,49886.84086172689
COL_312649,95472.24543275578
COL_312672,47430.24646231808
COL_312673,63270.40466820317
COL_312695,46274.84979830883
COL_312997,303215.295052083
COL_313006,45405.76302854703
COL_313065,52200.711699474414
COL_313068,52600.97591114658
COL_313211,50249.74915272972
COL_313268,272235.109231377
COL_313304,44345.78330832755
COL_313352,38259.81804789516
COL_313363,45287.069932919774
COL_313535,109171.55958717733
COL_313559,107258.06460495002
COL_313572,78111.45026961282
COL_313573,75156.57034164057
COL_313574,44110.503775933794
COL_313597,45710.915342518354
COL_313606,41417.88635658725
COL_313694,66945.71908141446
COL_313703,47799.64196619964
COL_313717,89819.12270929087
COL_313789,33560.57040658106
COL_313791,33560.57040658106
COL_313814,53008.36942706827
COL_314054,61419.05834581831
COL_314055,62250.27423065393
COL_314058,62250.27423065393
COL_314069,24179.834417705377
COL_314170,33238.47236639279
COL_314185,50582.20534826027
COL_314186,25294.6693816653
COL_314187,31639.692649681245
COL_314190,64280.917918687315
COL_314196,20402.005141501064
COL_314211,42987.31851210314
COL_314230,43735.27638701492
COL_314308,39751.07843504039
COL_314419,31216.906177184945
COL_314536,44041.44776385294
COL_314628,32812.59380199323
COL_314746,49243.35185153447
COL_314818,38755.005965354314
COL_314821,42112.74652560916
COL_314859,44249.75103217325
COL_314860,23639.389672289886
COL_314899,112032.4173817061
COL_314907,29644.788041404874
COL_314997,31976.613871072048
COL_315015,112150.38525181144
COL_315135,58031.22580467252
COL_315502,40400.00733537332
COL_315578,44421.111388987105
COL_315599,38373.00183671797
COL_315602,43633.430605983325
COL_315621,32630.06179082151
COL_315652,133557.28555436747
COL_315673,406118.1854872074
COL_315724,29049.44452894705
COL_315806,21802.355423205558
COL_315970,48953.132408766134
COL_315976,20077.313427047466
COL_315977,20753.24662393318
COL_316014,28535.634637014868
COL_316015,39287.85506178421
COL_316017,39287.85506178421
COL_316021,42255.120616547145
COL_316022,26154.329357154824
COL_316023,29554.985832040067
COL_316024,33072.31580587145
COL_316025,33072.31580587145
COL_316150,54503.41661612632
COL_316180,65587.5254476593
COL_316181,33389.34447820067
COL_316289,44199.722744042956
COL_316308,23106.01386457098
COL_316323,21909.7645435657
COL_316387,23639.389672289886
COL_316388,19293.49360193257
COL_316389,23639.389672289886
COL_316390,19293.49360193257
COL_316392,23639.389672289886
COL_316423,30825.918952862077
COL_316446,46170.75409312429
COL_316448,43343.96641544556
COL_316562,50392.009099504205
COL_316629,41269.95251323394
COL_316720,55009.74442207544
COL_316897,151582.2938934559
COL_316942,33052.42993912703
COL_317174,35899.00497724082
COL_317405,46818.7358893862
COL_317423,51178.95636662766
COL_317789,50518.944714379766
COL_317930,84531.89205846778
COL_318181,78332.42232155577
COL_318209,83413.9866025813
COL_318336,38011.095626213544
COL_318357,23490.357573181085
COL_318384,31730.147897907398
COL_318425,34715.09342970442
COL_318499,33158.38141321026
COL_318575,69764.94254883034
COL_318696,82138.84488104485
COL_318698,601619.1552695027
COL_318712,54026.97987577579
COL_318765,63945.25092735171
COL_319064,75031.48265557221
COL_319104,41948.0908730071
COL_319163,41555.33442777766
COL_319251,45645.48810240784
COL_319500,47656.95489562809
COL_319542,116335.3205164732
COL_319671,47412.56222041546
COL_319675,64363.48172098464
COL_319987,43872.364132712864
COL_319998,293520.0622576149
COL_320000,320113.2206669052
COL_320001,285632.45496054576
COL_320028,28422.89472418253
COL_320128,41762.0404066602
COL_320171,34378.51162406365
COL_320291,41153.75083773232
COL_320376,68245.99513153882
COL_320430,42672.756731894304
COL_320446,35892.878868303065
COL_320452,20999.611078717215
COL_320470,41223.10025145343
COL_320478,44877.2710307995
COL_320498,50605.50150547051
COL_320518,30244.824665010117
COL_320693,66160.46890031482
COL_320824,57622.16182172291
COL_320905,41529.13779702132
COL_320942,135255.91459917068
COL_320966,71985.55721678867
COL_321061,46128.16754486438
COL_321088,41407.420517193255
COL_321099,74877.4085753434
COL_321128,216848.72597383126
COL_321407,36045.339712127854
COL_321417,45711.89791886434
COL_321427,38622.2537514914
COL_321474,32469.8633134911
COL_321621,36307.3362855703
COL_321670,42356.9586079512
COL_321677,31352.32360277783
COL_321820,52512.92107126243
COL_322106,72218.14600860533
COL_322266,31379.733063187323
COL_322288,103341.12605207715
COL_322290,66012.10834460688
COL_322311,40478.35118922788
COL_322356,92620.5584549134
COL_322378,41066.75038801388
COL_322380,36657.28753740192
COL_322428,80269.38196171037
COL_322436,48928.1351865079
COL_322462,46508.04352120063
COL_322463,32003.62434281731
COL_322511,57722.00720147815
COL_322568,40464.335182457755
COL_322595,33968.47288706925
COL_322623,39032.3621417381
COL_322624,83078.48245513196
COL_322665,82253.4154400395
COL_322676,102942.42973912401
COL_322749,33809.33357535169
COL_322954,41128.08269305141
COL_323025,63816.036264152885
COL_323034,57114.97599318373
COL_323061,44494.470242617965
COL_323075,25363.047435221175
COL_323078,38022.274035487004
COL_323084,41671.23045113366
COL_323247,68460.93384727849
COL_323258,53225.02348510983
COL_323261,62715.57008760942
COL_323330,52879.896668613
COL_323355,57413.95043624449
COL_323590,53103.66958400913
COL_323647,41948.21060370141
COL_323671,51093.567731377254
COL_323683,405455.3354598839
COL_323882,40049.87610884975
COL_323938,47512.94108898457
COL_324197,129588.37261467702
COL_324268,23609.04129313847
COL_324269,26424.312984972603
COL_324455,80112.19006857029
COL_324459,95061.2142355554
COL_324622,36687.94799142858
COL_324655,36610.4377937184
COL_324779,34351.81668917709
COL_324786,75270.58129383196
COL_324787,75270.58129383196
COL_324926,50876.82579229485
COL_324927,52670.93996103478
COL_324936,33910.38331595024
COL_324940,182308.0123495623
COL_324941,40478.35118922788
COL_325131,67520.30208855188
COL_325182,38541.38843184628
COL_325196,50201.844540762155
COL_325210,38169.431747775685
COL_325348,31603.58441005654
COL_325392,37237.65263422848
COL_325405,38563.395438260006
COL_325545,139051.68986488387
COL_325588,67030.9873537911
COL_325648,74432.87934985074
COL_325649,74432.87934985074
COL_325650,74432.87934985074
COL_325651,66988.72425184413
COL_325652,66988.72425184413
COL_325653,66988.72425184413
COL_325696,84068.08241995434
COL_325699,55460.12208207487
COL_325703,39334.8475967444
COL_325707,67030.9873537911
COL_325847,32932.867515880615
COL_325884,32080.29865741608
COL_325904,45321.40133219291
COL_325905,26519.107383188224
COL_325942,54345.32848279023
COL_325998,109149.75133500007
COL_326043,43531.37251190769
COL_326045,41755.19679376358
COL_326068,45694.31087551206
COL_326108,25210.085540186396
COL_326130,66162.63926948234
COL_326171,31305.546818025887
COL_326268,41237.57766413687
COL_326466,49835.74937784408
COL_326531,27730.47128917499
COL_326680,43721.357654532374
COL_326753,43042.738828097405
COL_326804,34774.94728580509
COL_326997,48592.75776122228
COL_327062,45115.1439212872
COL_327071,27546.62260316862
COL_327138,37879.27219481085
COL_327471,37374.635814853
COL_327568,34227.60761365338
COL_327627,46080.737277471846
COL_327732,47026.28933691315
COL_328038,75270.58129383196
COL_328039,75270.58129383196
COL_328086,50027.97073857879
COL_328127,55284.5352163569
COL_328128,47435.14094985383
COL_328240,44058.00319047481
COL_328284,47180.324559528424
COL_328358,35432.45123018903
COL_328408,47715.12769446845
COL_328598,39516.990888178254
COL_328785,14003.596602028128
COL_328832,82577.39562389876
COL_328912,72255.30943465294
COL_328916,54202.916449773984
COL_328952,40640.54809169607
COL_328998,42050.17488484415
COL_329153,44876.49250474198
COL_329196,72522.05187208006
COL_329239,72068.96935148734
COL_329262,55488.10651686173
COL_329356,46471.0017394637
COL_329509,58080.1867613314
COL_329554,37614.72190127808
COL_329557,36207.45322642157
COL_329663,37126.85184924236
COL_329708,64582.085992755536
COL_329757,23499.347703959145
COL_329828,47056.44609554775
COL_329829,66549.87878881332
COL_329857,3304.1355264473145
COL_330022,42360.4045630302
COL_330075,36972.59070860092
COL_330085,64327.41837478534
COL_330199,65016.73184021131
COL_330234,38988.984987563184
COL_330254,64092.4448934316
COL_330260,64783.854873280805
COL_330277,38644.12031041048
COL_330324,35888.80441370657
COL_330335,23343.92292838058
COL_330474,76237.43694329946
COL_330477,43399.14269456265
COL_330553,75769.68874246883
COL_330624,45577.6491660923
COL_330666,60329.97104909034
COL_331046,86519.10521329285
COL_331047,49868.95381477427
COL_331049,49868.95381477427
COL_331062,109100.114100067
COL_331205,129893.0100379238
COL_331263,40278.31184519631
COL_331270,43715.1988106589
COL_331278,50586.83396575436
COL_331289,40198.28053125132
COL_331365,48733.2823720478
COL_331412,90453.77911806434
COL_331441,41562.28103046258
COL_331442,41562.28103046258
COL_331466,20608.133040650417
COL_331559,34631.40843160113
COL_331572,46193.902312568884
COL_331601,38640.005635891364
COL_331762,25032.060186118153
COL_332006,-75.1298630822121
COL_332433,43008.5045538698
COL_332669,50211.64642550314
COL_332717,42157.559656322075
COL_332726,68687.64577897366
COL_332856,31470.517583724784
COL_332908,116217.69537940805
COL_332909,116217.69537940805
COL_332910,116217.69537940805
COL_332939,50140.98988078285
COL_333190,116217.69537940805
COL_333309,37644.52366178085
COL_333329,33628.77363397207
COL_333350,43228.948842141566
COL_333390,39484.841081603154
COL_333472,50965.50842764765
COL_333473,118458.7392117116
COL_333518,48730.83995377911
COL_333530,64165.21482974592
COL_333545,97868.29641422832
COL_333556,49158.309069209216
COL_333576,26977.166046288523
COL_333736,35683.04017924924
COL_333788,41046.61930211752
COL_333866,35264.03709747007
COL_333867,25071.07381511125
COL_333928,52851.77227427651
COL_333957,46562.00802488199
COL_334037,43582.009257609374
COL_334047,38443.75012928183
COL_334091,83202.89911672098
COL_334183,56255.570458190705
COL_334229,53447.161547921445
COL_334288,155301.30707282963
COL_334468,36362.81564028376
COL_334548,50219.524209310315
COL_334639,41078.33432423823
COL_334741,34384.45703341195
COL_334989,63152.522468195784
COL_335047,60168.8795181057
COL_335092,46126.03408922019
COL_335505,38038.17818558103
COL_335523,50447.846111579776
COL_335574,66427.86730921439
COL_335589,53789.270107488344
COL_335708,46838.627749232575
COL_335714,94408.57296593563
COL_335836,41698.19952081901
COL_336093,36190.52945017519
COL_336095,37867.71340184495
COL_336259,48901.82895181646
COL_336264,38850.07246027621
COL_336267,41293.84857477223
COL_336462,195057.12054498016
COL_336493,35406.887521854136
COL_336495,35406.887521854136
COL_336499,41496.877820999434
COL_336531,40574.59916023811
COL_336685,36801.13886414094
COL_336736,89151.69531276135
COL_336855,69014.73763778449
COL_336874,35075.31424658701
COL_336932,34243.855228028784
COL_336963,120457.14154556855
COL_336967,34911.272712102684
COL_337195,58296.49662767073
COL_337254,79695.783455357
COL_337273,48329.25355642236
COL_337309,34832.587806254676
COL_337318,43254.62000025185
COL_337346,41379.16405856653
COL_337386,44414.45948184616
COL_337590,28100.079165676256
COL_337593,34910.41127743621
COL_337666,24378.98858819764
COL_337681,40819.78699320302
COL_337895,22618.950155846134
COL_337901,73429.3735406923
COL_337971,31821.68597738264
COL_338002,29392.01515524907
COL_338038,41729.58223502419
COL_338039,41729.58223502419
COL_338276,36332.711171130184
COL_338279,36371.47841945504
COL_338421,32158.534493238138
COL_338506,48518.9572304072
COL_338557,50631.57576220207
COL_338558,50631.57576220207
COL_338559,50631.57576220207
COL_338560,50631.57576220207
COL_338561,50631.57576220207
COL_338562,50631.57576220207
COL_338607,54660.10922169221
COL_338609,48774.88503743416
COL_338673,45250.60208831783
COL_338850,41436.69006260119
COL_338864,41333.047362614925
COL_338944,38311.34725357919
COL_339089,86452.31844212527
COL_339113,36334.352581131556
COL_339428,34063.47551633554
COL_339440,32231.46172511743
COL_339645,38143.37992803795
COL_339657,41197.4543266801
COL_339727,40436.06106542647
COL_339728,41242.78554581776
COL_339729,42611.13373676636
COL_339772,53698.325933936714
COL_339793,39210.213944194846
COL_339822,46197.562755806764
COL_339866,47781.67306535416
COL_339878,72894.95932999541
COL_339889,14390.456619133685
COL_339893,28923.31041549554
COL_339912,58203.99073228457
COL_339987,28595.52567455131
COL_339993,73575.27327070107
COL_340011,70592.77360358363
COL_340117,36395.61311691435
COL_340369,42943.97169469808
COL_340447,141640.6176585982
COL_340462,49748.95559977379
COL_340506,13085.33461051948
COL_340519,34269.57827553389
COL_340520,34269.57827553389
COL_340521,34269.57827553389
COL_340655,183410.39973652747
COL_340657,36537.01955067999
COL_340794,96082.12541887167
COL_340796,56296.63581915404
COL_340898,69825.12503095897
COL_340975,42935.969766448936
COL_340994,46829.160988181706
COL_340995,46829.160988181706
COL_341014,46170.182869906945
COL_341069,144344.2630830354
COL_341070,39395.969986073476
COL_341184,47218.76877959979
COL_341212,38863.22141009114
COL_341220,42902.08614417073
COL_341237,43264.65199337855
COL_341310,36899.4983491934
COL_341351,43063.453564731186
COL_341414,74088.20072557995
COL_341465,41352.61343070367
COL_341487,33081.69054015488
COL_341496,33899.943773378436
COL_341683,31002.432383770134
COL_341692,19697.18964980828
COL_341722,69764.94254883034
COL_341744,29286.522616408893
COL_341762,61319.306534789765
COL_341805,27340.981926545483
COL_341889,53064.66672461698
COL_341936,25955.71371060963
COL_342040,47934.99866630538
COL_342111,45083.48971445933
COL_342208,42939.9787350913
COL_342209,40182.395998496744
COL_342211,38887.325705484356
COL_342212,33755.068395238144
COL_342258,43346.5914972449
COL_342326,44166.14866103157
COL_342405,48795.71855426172
COL_342407,42908.60587333405
COL_342425,51201.34275306617
COL_342426,51201.34275306617
COL_342438,67939.34817340362
COL_342505,56214.13154517692
COL_342623,37724.19982998282
COL_342714,51814.11771389025
COL_342734,26626.6612353776
COL_342947,39264.38366102989
COL_342948,41343.752554355844
COL_343030,46501.413913206765
COL_343036,62975.246219469605
COL_343039,33628.76838506444
COL_343047,40762.81086846271
COL_343070,37578.18470906147
COL_343169,111242.69388267571
COL_343269,28283.848203507947
COL_343324,48359.51125539731
COL_343430,24059.63314277063
COL_343527,22493.66440569677
COL_343636,40789.26380010356
COL_343649,39587.34556195086
COL_343852,34174.83577328196
COL_343866,95327.33738899196
COL_343993,79244.73877730584
COL_344179,35371.99831372038
COL_344278,40673.76022013664
COL_344298,36352.73264615991
COL_344312,51201.34275306617
COL_344350,39814.56344555738
COL_344578,29677.872280114552
COL_344772,31239.90427240333
COL_344807,42118.33917462546
COL_344844,26909.095690821494
COL_344845,36687.3022352952
COL_344887,26747.45435463426
COL_344960,38670.32359827533
COL_344969,366602.0145807836
COL_345017,37677.44785846202
COL_345055,40629.18560519211
COL_345062,69011.1419617161
COL_345102,65395.44502899343
COL_345117,77967.61187302669
COL_345119,75481.11317286488
COL_345171,39083.87241277089
COL_345187,66844.66319096765
COL_345195,218773.22694185254
COL_345287,39718.931030679305
COL_345351,67551.5202941191
COL_345558,43769.599301936505
COL_345594,38255.60233053011
COL_345718,48880.08659070139
COL_345723,45604.02378378901
COL_345736,54824.53945692317
COL_345839,59656.77380488221
COL_345884,38521.18472568519
COL_345971,40877.28158745434
COL_345996,41970.19105239481
COL_346013,185814.92739152937
COL_346015,185814.92739152937
COL_346208,44543.94537477843
COL_346276,41595.774728761906
COL_346296,46331.41523941172
COL_346516,41884.16066197345
COL_346518,44301.44991026058
COL_346522,83617.1728745866
COL_346623,53734.00364326064
COL_346677,107878.20601278995
COL_346698,37419.51211812353
COL_346776,48536.1290025709
COL_346813,39469.98143598223
COL_346829,31858.691867414935
COL_346974,46969.9508292101
COL_346975,44527.73657869409
COL_347000,44192.431062907344
COL_347011,99092.28737512208
COL_347186,67193.59076350424
COL_347284,37602.62767092349
COL_347293,26040.239926932998
COL_347332,32146.998873351993
COL_347353,52128.04713506627
COL_347436,39204.55632940821
COL_347488,28522.409099265136
COL_347618,71489.53232723419
COL_347620,34166.08950722234
COL_347621,44403.51428889848
COL_347634,45551.75672820253
COL_347686,34448.646351811134
COL_347694,36754.055219076676
COL_347737,75656.04833736223
COL_347777,50760.905249628355
COL_347852,47328.44397162676
COL_347970,34575.67619852759
COL_348009,36435.3683955283
COL_348076,82569.30496221987
COL_348077,89441.13125753884
COL_348272,45409.738003835235
COL_348274,29947.528954987807
COL_348275,30657.69131545385
COL_348278,30657.69131545385
COL_348281,41297.300731040224
COL_348383,65982.69176625668
COL_348436,43946.230711739125
COL_348447,34022.738416893684
COL_348483,32805.878701598034
COL_348681,36118.45532570112
COL_348731,34615.73133847222
COL_348733,37702.676995881855
COL_348757,56573.754355901365
COL_348893,41838.62196052195
COL_349002,164622.06340184793
COL_349029,58316.73230511976
COL_349110,29814.605634836436
COL_349213,37062.03498119675
COL_349214,36537.709091149496
COL_349215,28654.215716674484
COL_349216,30004.17185314591
COL_349601,30277.291940235165
COL_349602,37142.648610105425
COL_349643,29889.003264297542
COL_349719,60830.62951522691
COL_349774,31665.945851146414
COL_349777,26298.040611031585
COL_350115,40772.5527783927
COL_350169,27340.981926545483
COL_350175,67055.03710144064
COL_350245,43836.340681836366
COL_350246,43836.340681836366
COL_350338,53390.51105498679
COL_350353,29489.73359901021
COL_350357,44283.80748678473
COL_350456,37815.0887368362
COL_350457,27076.378146459196
COL_350458,48850.255886771134
COL_350459,45939.71052397887
COL_350476,45345.659571023534
COL_350497,274487.87138687604
COL_350564,334238.49960083683
COL_350594,51698.086392967576
COL_350743,36105.750007620285
COL_350761,68435.58992481377
COL_350762,68435.58992481377
COL_350764,58235.54039758167
COL_350784,32614.394696612482
COL_350851,44103.96900536429
COL_351049,41295.327981234695
